UID,tag,familiar,how_often,first,second,third
1603,film noir,4,3,cynical heroes,a mood of pessimism,fatalism
1603,time travel,3,4,journey,exciting,happy
1603,romance,4,3,affection,amativeness,enamoredness.
1603,pirates,4,5,Hempen halter,Black spot,Hornswaggle
1603,philosophical,4,3,glossary,materialism,ontology
1603,horror,4,3,awe,dread,fright
1606,world war ii,5,5,Germany,Russian,Allied Forces
1606,mockumentary,4,2,comedy,style,cultures
1606,social commentary,4,4,justice,equality,fair treatment
1606,comic book,5,5,Tintin,Spiderman,Superman
1606,stylized,4,4,pattern,effects,art
1606,martial arts,5,5,power,action,practice
1606,stupid,5,4,comedy,dumb,waste of time
1607,culture clash,5,3,Oylimpics,east meet west,International food festival
1607,romance,5,4,love,intimate,dating
1607,funny,5,4,laughter,comedian,talk show host
1607,unique,5,5,one of a kind,needle in a hay stack,special
1607,violence,5,5,murder,mayham,anger
1607,humorous,4,3,ridiculous,entertaining,playfull
1607,holocaust,4,2,death camps ,NAZI,Jews
1607,existentialism,2,3,Freedom of will,Free will,investigate the meaning of being
1607,horror,5,4,scary,Welcome to my nightmare,Screaming
1610,satire,5,4,humorous,exagerated,ironic
1610,humorous,5,5,funny,enjoyable,laughing
1610,predictable,5,3,easy to know,knowing,expected
1611,drugs,4,4,needles,high,cocaine
1611,predictable,5,4,boring ,normal,similar
1611,space,5,3,stars,planets,spaceship
1611,war,5,3,battle,death,guns
1611,unique,5,4,unusual,strange ,unprecedented
1611,disturbing,5,5,scary,real,evil
1611,holocaust,5,4,war,nazi,camp
1611,existentialism,4,3,life,society,mind 
1611,self discovery,4,3,adventure,meditation,introspection
1613,western,5,3,westbound,american,hollywood
1613,hilarious,4,4,comedy,laugh,smile
1613,mystery,3,2,unknowing,reveal,suspense
1613,martial arts,4,5,figting,kung fu,techniques
1613,time travel,2,2,future,present,past
1613,animation,4,5,cartoon,fictional,creativity
1613,humorous,2,2,amusing,funny,entertainment
1613,superhero,4,5,power,ability,strong
1613,mafia,4,3,crime,gang,black market
1614,mystery,3,5,question,riddle,secrecy
1614,fantasy,3,3,imagination,phantasm,illusion
1614,martial arts,5,5,basho,bogu,dan
1614,musical,2,2,concert,musical comedy,recital
1614,space,1,1,asteroid,density,astronomer
1617,funny,5,5,light hearted,comedy,laugh
1617,time travel,5,5,science,mind bending,generation
1617,satire,4,5,sharp,witty,not easily understood
1617,drugs,5,5,life breaking,addiction,meth
1617,drama,5,3,boring,mundane,not much happening
1617,hallucinatory,3,4,something different,dreamy,lsd
1617,martial arts,3,2,action,fight,bruce lee
1617,original,1,-1,new,different,exclusive
1617,twist ending,5,5,different,thrill,edge of the seat
1617,holocaust,5,2,mass murder,genocide,nazi
1626,environmental,5,3,ecosystem,earth,fauna
1626,mockumentary,4,4,false documentary,fictitious fact,fiction
1626,historical,5,4,past,centuries,world
1626,mafia,5,5,italia,mob,family
1626,martial arts,5,4,oriental,fight,action
1626,horror,4,2,scaring,chill,night
1626,surreal,4,3,strange,funny,fiction
1626,quirky,2,2,rare,unconventional,unusual
1626,art house,3,2,independent,experimental,film
1627,superhero,5,5,strong,courageous,superpower
1627,musical,4,3,funny,scenographic,cheerful
1627,christmas,4,3,happiness,gifts,Christmas tree
1627,religion,4,2,god,love,faith
1627,prison,5,4,fear,pain,redemption
1627,original,4,3,personal,new,different
1627,holocaust,5,3,frightening,terrifying,inhumane
1627,fantasy,5,5,"magic,",powers,heroes
1627,surreal,3,3,incredible,astounding,unreal
1627,time travel,5,5,impossible,fantastic,beautifull
1632,superhero,3,2,Superpowers,villains,battle
1632,serial killer,5,2,die,cruelty,horror
1632,unique,4,5,spectacular,weird in a good way,different
1632,christmas,5,5,Holidays,decorations and tree,snow
1633,steampunk,3,3,cogs,alternate timeline,victoriana
1633,boring,5,2,dull,simple,blah
1633,christmas,5,3,santa,presents,kids
1633,twist ending,5,4,unexpected,gotcha,surprise
1633,comedy,5,5,laughing,funny,hilarious
1633,drugs,5,2,addiction,illegal,hallucinate
1633,time travel,5,4,forwards ,backwards,move
1633,original,5,3,new,fresh, unique
1633,martial arts,5,2,asian,wire work,technical
1633,western,5,2,cowboys,guns,dessert
1630,boring,5,2,not interesting,not exciting,lacking interest
1630,prison,5,2,cold,camera,fear
1630,hallucinatory,5,2,trip,mindless,mind breaking
1630,robots,5,2,steel,artificial intelligence,machines
1630,superhero,5,3,super power,god,saviors
1630,war,5,3,blood,deaths,weapons
1630,environmental,5,2,ecosystem,planet,earth
1630,predictable,5,1,already known,guessable,simple
1630,time travel,5,3,time loop,time machine,doctor
1630,futuristic,5,4,Hi tech technologies,super computers,ecosystem
1631,overrated,5,2,valued too highly.,overrated singer.,got more attention than it deserve
1631,sci-fi,5,5,short for science fiction.,science related movie,mystery
1631,drama,5,4,"a play for theater, radio, or television.","n exciting, emotional, or unexpected series of events or set of circumstances",a hostage drama
1631,environmental,4,4,Environmental means concerned with the protection of the natural world of land,making a city more beautiful,"An example of environmental is a person who lives by reduce, reuse and recycle"
1631,action,5,5,"the fact or process of doing something, typically to achieve an aim",a thing done,"a movie including violence, extended fighting, physical feats, rescues and frantic chases."
1631,animation,5,4,Animation is a method in which figures are manipulated to appear as moving images,the state of being full of life or vigor,cartoon
1631,steampunk,4,2,a genre of science fiction that has a historical setting and typically features steam-powered machinery rather than advanced technology.,Steampunk fashion is a subgenre of the steampunk movement in science fiction,"The word ""steampunk"" is made of the root words ""steam"" and ""punk"""
1631,cyberpunk,3,2,a genre of science fiction set in a lawless subculture of an oppressive society dominated by computer technology., science fiction dealing with future urban societies dominated by computer technology.,"""combination of lowlife and high tech"""
1631,war,5,5,"War is an intense armed conflict between states, governments, societies, or paramilitary groups such as mercenaries, insurgents, and militias","Extreme violence,mass killing,destruction",War has a catastrophic effect on the health and well being of nations
1631,mystery,5,5,something that is difficult or impossible to understand or explain.,"a novel, play, or movie dealing with a puzzling crime, especially a murde", something not understood or beyond understanding
1637,animation,4,3,kids,fun,disney
1637,environmental,3,3,planet,nature,water
1637,hilarious,4,4,fun,dumb,easy
1637,hallucinatory,3,3,crazy,weird,strange
1637,time travel,3,3,action,fun,science
1637,mafia,4,4,blood,violence,italy
1637,western,3,3,blood,gun,desert
1637,end of the world,4,4,meteor,explosion,savior
1638,mafia,5,5,illegal,violence,drugs
1638,comic book,3,3,funny,entertaining,childish
1638,surreal,5,5,unique,different,original
1638,stylized,1,1,stylish,unique,different
1638,end of the world,5,4,armaggedon,dooms day,last day
1638,drugs,5,4,substances,illegal,criminal
1638,martial arts,4,4,fighting,violence,eastern
1638,stupid,4,4,dumb,idiotic,funny
1638,unique,5,5,original,different,outstanding
1638,philosophical,3,2,deep,thinking,state of mind
1640,war,1,1,Tank,Soldiars,Planes
1640,unique,1,1,Different,Unexplainable,Odd
1640,witty,1,1,Jokes,Funny,Smart
1640,drugs,1,1,Smuggle,Illegal,Fighting
1641,space,5,5,universe,future,alien
1641,superhero,5,4,power,crime fighting,protector
1641,hilarious,5,2,comical,entertainment,laughter
1641,time travel,5,3,future,experiencing another era,Einstein and Theory of Relativity
1641,serial killer,5,5,Psychopath,brutality,Solving the crime
1641,prison,5,2,Inmates,distress,punishment
1641,environmental,5,2,pollution,planet Earth,responsibility
1641,documentary,5,5,reality,eye opener,information
1641,drugs,5,4,addict,illegal activity,undercover law enforcement
1656,documentary,5,5,informative,experimental,interesting
1656,environmental,4,3,ecofriendly,anthropocene,message
1656,satire,4,4,funny,biting,political
1656,horror,5,5,scary,chilling,haunting
1656,hilarious,5,3,comedy,silly,daft
1656,sci-fi,5,4,futuristic,dystopian,space
1656,musical,5,2,loud,colorful,old
1656,drugs,5,3,gritty,dramatic,depressing
1656,quirky,5,4,arthouse,different,unique
1656,animation,5,4,pixar,cartoon,children
1655,steampunk,5,4,Pipes,Technology,Alternative Reality
1655,art house,1,1,Strong Art Style,Lighting,Director
1655,animation,5,4,Drawings or Renders,Rigging,Software
1655,robots,4,2,Metal,Not human,Futuristic
1655,horror,4,1,Scary,Suspance,Tension
1655,mafia,5,1,Gangsters,American-Italian,60's
1655,fantasy,3,2,Alternative reality,Dragons,Irrealistic
1655,christmas,5,3,Snow,Santa,Youth
1655,western,5,1,Cowboy,America,Boots
1654,superhero,5,5,justice,force ,resilience 
1654,unique,2,5,one ,independent ,inteligence 
1654,pirates,5,5,robery,vilonce ,blood 
1654,musical,5,5,Calm,fun,hope 
1654,cyberpunk,4,2,otherside,agaist the society,ugly 
1654,environmental,2,5,tree,plants ,green 
1654,martial arts,5,5,karate,mma,jiu-jitsu 
1654,stupid,5,5,comedy,fun,jonh doo 
1660,horror,4,3,discomfort,disgusting,fear
1660,justice,3,3,sword,judge,blind
1660,steampunk,3,2,brass,riveted,wood
1660,unique,4,3,rare,fascinating,unusual 
1660,nonlinear,4,2,time,dots,space
1660,animation,4,2,generated ,drawn,unreal
1660,hilarious,5,3,funny,silly,comedy 
1660,comic book,4,4,paper ,hero,Superman
1660,prison,5,2,bars,captivity,rape
1662,robots,5,5,automatically ,work,technology 
1662,prison,2,5,jailor,jail,police
1662,philosophical,5,5,thinking ,thought,feel
1662,fantasy,5,5,good ,sugar,adventure 
1662,predictable,5,5,future ,not sure ,risk
1662,animation,5,5,cartoon ,graphics ,creative 
1662,violence,5,5,blood ,loss,riots
1662,india,5,5,culture ,history ,proud
1661,visually appealing,4,3,cool to the eyes,pleasant ,seems realistic
1661,mafia,5,2,gangster gang,mob,criminals
1661,stupid,5,3,creepy,crazy,brainless
1661,great soundtrack,4,3,nice for ears,liked by everyone,good sound
1661,historical,4,4,mythology,history related,has evidence of past
1661,sci-fi,4,4,scientific,not real,fantasy
1661,martial arts,4,2,karate,boxing,kungfu
1661,animation,5,4,children,drawing,computer skills
1661,environmental,4,3,nature,trees,pollution
1666,mystery,5,5,Thriller,"Murder, undisclosed killer",persecution
1666,unique,5,2,Original,different,superior
1666,hallucinatory,5,4,discomfort,immersive,not knowing how to differentiate whether it is reality or not
1666,war,5,4,destruction,no agreement between two entities,many people involved
1666,animation,5,4,drawing,not acted upon by people,usually fanciful
1666,disturbing,5,3,uncomfortable,causes nausea,shocking scenes
1667,stupid,5,4,funny,fool,entertaining
1667,humorous,5,5,funny,moving,affectionate
1667,war,4,4,action,movement,crude
1667,suspense,4,4,agitated,breath,concentration
1676,environmental,3,4,TREES,NATURE,ANIMALS
1676,prison,4,4,CELL,CRIMINALS,POLICE
1676,horror,4,4,GHOST,BUNGLOW,DARKNESS
1676,adventure,5,4,TOURING,TREKKING,MOUNTAINS
1676,pirates,3,4,THIEF,ROBBERY,VIOLENCE
1678,predictable,4,5,easy,determined ,known
1678,end of the world,4,5,gone,danger,destruction
1678,satire,3,4,comedy,laid back,outfits
1677,hallucinatory,5,2,Hallucinations ,Delusion ,Delirious 
1677,unique,5,4,One of a kind,Special,Eccentric 
1677,horror,5,5,Fear,Terror,Frightening 
1677,time travel,5,2,Transtemporal,Going back in time,Going forward in time
1677,historical,5,2,Factual,Ancient ,Verifiable 
1677,environmental,5,2,Natural ,Substantial ,Ecological 
1677,disturbing,5,4,Perturbing,Sinister ,Creepy 
1677,drugs,5,2,Crime,Addiction ,Illegal
1677,violence,5,2,Disturbing,Brutality ,Cruelty 
1677,dystopia,5,5,Unpleasant ,Futuristic ,Imagined 
1679,superhero,5,5,power,freedoms,peace
1679,historical,5,5,history,war,collision
1679,prison,5,5,bandit,cell,guard
1679,christmas,5,5,Good,Santa Claus,Christmas turkey
1679,environmental,5,5,Green,nature,Animals
1679,nonlinear,5,5,Without line,Confusing,Stranger
1679,dystopia,5,5,Diferent,Bad,Stranger
1679,sci-fi,5,5,Not true,Magic but not,Future
1679,time travel,5,4,Future,Car,Time Machine
1679,western,5,2,Reality,My Life,Guns
1681,action,5,4,guns,fire,men
1681,documentary,5,5,learning,truth,info
1681,religion,5,1,god,scam,power
1681,surreal,5,3,odd,dali,strange
1681,western,5,3,guns,horses,music
1681,culture clash,5,3,odball,stranger,travel
1680,original,5,5,New,different,real life
1680,cyberpunk,3,2,Tech criminal,mockery,betrayal
1680,mockumentary,5,4,mockery,funny,society
1680,musical,2,1,passion for music,gripping music,original 
1680,pirates,3,2,thiefs,cunning ,looting
1680,horror,5,4,scary,death,trauma
1680,western,5,4,modern,slavery,niggers
1680,predictable,5,5,forecasting,expecting,future
1680,war,4,3,chaos,death,government
1682,cyberpunk,4,2,Robotic,futuristic,neon lights
1682,mafia,5,3,gangs,crime,family
1682,western,5,1,cowboys,american,gunslingers
1682,pirates,5,4,sailing the sea,plundering,Jolly Rodgers 
1682,historical,5,2,from long ago,dramatized ,factual
1682,unique,5,5,different,stands out,nothing similar
1682,comic book,5,4,graphic novels,action,edgy
1682,witty,5,5,intelligent,complex,funny
1683,dystopia,4,2,post-apocalyptic ,futuristic ,chimerical 
1683,animation,5,2,cartoon,anime,manga
1683,aliens,4,4,extraterrestrial,foreigner,outlander
1683,hallucinatory,3,1,unreal,mind-blowing,unbelievable
1683,end of the world,3,1,apocalyptic,day of judgment,armageddon
1683,fantasy,5,5,imagination,fairy story,magicians
1683,twists & turns,5,4,plot-twist,variation,turnaround
1683,historical,5,5,past,war,historic background
1683,stylized,2,2,sleek,cartoonish,exaggerated
1687,steampunk,2,-1,fiction,horror,crazy
1687,western,5,5,culture,lifestyle ,vintage
1687,world war ii,5,5,war,army,military
1687,environmental,5,5,earth,world,atmosphere
1687,quirky,1,-1,doubt,unaware,confusion
1687,social commentary,5,5,current affairs,history,knowledge
1687,violence,5,5,blood,hurt,war
1687,religion,5,5,god,fairy,horror
1687,atmospheric,5,5,environment,earth,world
1687,martial arts,5,5,action,fight,health
1686,robots,5,3,sci-fi,future,tech
1686,horror,5,4,guts,scare,fright
1686,martial arts,4,1,japan,fight,defense
1686,historical,3,5,epic,creativity,journey
1686,boring,5,2,dull,tedious,sleepy
1686,twist ending,2,5,surprise,plot twist,turnaround
1686,unique,5,4,beautiful,different,sentimental
1686,sci-fi,5,4,future,dystopia,robots
1686,comic book,3,2,heroes,champion,hq
1686,insanity,3,4,madness,crazy,non sense
1689,adventure,4,3,exciting,travel,explore
1689,superhero,5,3,fight,win,villain
1689,art house,3,3,appreciate,moments,grasp
1689,suspense,4,4,dark,unexpected,disturbing
1689,futuristic,4,4,future,not available now,gadgets
1688,christmas,5,2,Turkey,Presents,Family
1688,prison,5,3,Incarceration,guards,slopping out
1688,comedy,5,3,Romantic,predictable,funny
1688,end of the world,5,1,Boring,sensationalist,Corny
1688,atmospheric,4,4,Pauses,romantic,engaging
1688,environmental,5,1,Planet,weather,governments
1688,twist ending,5,5,Suspense,Shock,Surprise
1688,self discovery,4,2,Youth,sexuality,not conforming
1688,musical,5,1,Big songs,dancing,costumes
