UID,movie,tag,rating,easy
1140,Hoop Dreams (1994),documentary,5,Strongly agree
1140,Pulp Fiction (1994),drama,4,Agree
1143,Jurassic Park (1993),existentialism,4,Agree
1143,Mrs. Doubtfire (1993),funny,4,Agree
1143,"Lion King, The (1994)",animation,4,Agree
1144,Alien (1979),horror,4,Neither agree nor disagree
1144,Fight Club (1999),surreal,4,Agree
1144,My Cousin Vinny (1992),culture clash,3,Neither agree nor disagree
1144,Beauty and the Beast (1991),suspense,3,Neither agree nor disagree
1144,Forrest Gump (1994),aliens,3,Agree
1144,True Lies (1994),justice,4,Agree
1144,"Matrix, The (1999)",stylized,4,Agree
1144,Jurassic Park (1993),self discovery,4,Agree
1144,"Rock, The (1996)",prison,5,Strongly agree
1144,Braveheart (1995),inspirational,4,Agree
1145,Braveheart (1995),adventure,4,Agree
1145,True Lies (1994),justice,5,Agree
1145,Star Wars: Episode IV - A New Hope (1977),funny,2,Neither agree nor disagree
1145,Forrest Gump (1994),space,1,Strongly agree
1145,Jurassic Park (1993),insanity,4,Strongly agree
1145,"Fifth Element, The (1997)",cyberpunk,5,Strongly agree
1145,Pulp Fiction (1994),existentialism,4,Neither agree nor disagree
1145,Reservoir Dogs (1992),mafia,5,Strongly agree
1145,"Shawshank Redemption, The (1994)",inspirational,5,Strongly agree
1145,"Silence of the Lambs, The (1991)",witty,4,Strongly agree
1149,Titanic (1997),romance,5,Strongly agree
1149,Jurassic Park (1993),funny,2,Disagree
1149,Pulp Fiction (1994),thought-provoking,4,Agree
1149,Total Recall (1990),cyberpunk,4,Agree
1149,True Lies (1994),end of the world,1,Disagree
1149,Forrest Gump (1994),animation,1,Strongly disagree
1149,"Fugitive, The (1993)",stylized,2,Disagree
1149,"Silence of the Lambs, The (1991)",violence,5,Strongly agree
1149,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),tense,5,Strongly agree
1149,Princess Mononoke (Mononoke-hime) (1997),environmental,5,Strongly agree
1160,Jurassic Park (1993),visually appealing,4,Agree
1158,"Usual Suspects, The (1995)",twist ending,5,Strongly agree
1158,Clear and Present Danger (1994),original,2,Disagree
1158,Monty Python and the Holy Grail (1975),religion,4,Agree
1158,"Silence of the Lambs, The (1991)",drugs,1,Agree
1158,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),cyberpunk,1,Agree
1158,Independence Day (a.k.a. ID4) (1996),futuristic,5,Agree
1158,Pulp Fiction (1994),humorous,4,Agree
1158,"Fugitive, The (1993)",social commentary,2,Neither agree nor disagree
1158,Jurassic Park (1993),comedy,2,Agree
1158,Braveheart (1995),twists & turns,1,Neither agree nor disagree
1167,Waterworld (1995),environmental,5,Agree
1167,"Shawshank Redemption, The (1994)",atmospheric,1,Strongly agree
1167,"Fugitive, The (1993)",great soundtrack,1,Neither agree nor disagree
1167,Jurassic Park (1993),visually appealing,5,Agree
1167,Pulp Fiction (1994),psychological,5,Agree
1167,Aladdin (1992),animation,5,Agree
1167,American Beauty (1999),satire,5,Agree
1167,Braveheart (1995),action,5,Agree
1167,American History X (1998),holocaust,5,Agree
1167,Pretty Woman (1990),romance,5,Agree
1171,Seven Samurai (Shichinin no samurai) (1954),western,2,Agree
1171,"Pianist, The (2002)",holocaust,4,Agree
1171,Star Wars: Episode V - The Empire Strikes Back (1980),fantasy,5,Strongly agree
1171,"Matrix, The (1999)",thought-provoking,5,Strongly agree
1171,Jurassic Park (1993),funny,4,Neither agree nor disagree
1172,Braveheart (1995),historical,4,Agree
1172,Requiem for a Dream (2000),hallucinatory,3,Neither agree nor disagree
1172,American History X (1998),holocaust,5,Agree
1172,Fahrenheit 9/11 (2004),documentary,4,Agree
1172,"Fifth Element, The (1997)",comic book,3,
1172,Seven (a.k.a. Se7en) (1995),psychological,5,Agree
1172,Forrest Gump (1994),space,2,Disagree
1172,Jurassic Park (1993),disturbing,2,Disagree
1172,Pulp Fiction (1994),surreal,4,Agree
1172,"Silence of the Lambs, The (1991)",comic book,1,Disagree
1174,Ace Ventura: Pet Detective (1994),comedy,5,Strongly agree
1174,"Silence of the Lambs, The (1991)",pirates,1,Strongly disagree
1174,"Usual Suspects, The (1995)",twist ending,5,Strongly agree
1174,Braveheart (1995),war,4,Strongly agree
1174,"Fugitive, The (1993)",thriller,3,Agree
1174,Ace Ventura: When Nature Calls (1995),stupid,2,Neither agree nor disagree
1174,Pulp Fiction (1994),existentialism,-1,Neither agree nor disagree
1174,"Shawshank Redemption, The (1994)",romance,1,Strongly disagree
1174,Forrest Gump (1994),prison,1,Strongly disagree
1174,Toy Story (1995),philosophical,3,Agree
1182,Star Wars: Episode VI - Return of the Jedi (1983),fantasy,5,Agree
1182,Chinatown (1974),film noir,5,Neither agree nor disagree
1182,Blue Velvet (1986),art house,5,Neither agree nor disagree
1185,Forrest Gump (1994),justice,5,Neither agree nor disagree
1185,Memento (2000),mystery,-1,Agree
1185,Braveheart (1995),twists & turns,-1,Agree
1185,Seven Samurai (Shichinin no samurai) (1954),western,5,Neither agree nor disagree
1185,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,5,Agree
1185,Casablanca (1942),world war ii,5,Disagree
1185,Batman Forever (1995),culture clash,5,Disagree
1185,"Mask, The (1994)",hilarious,5,Agree
1185,Jurassic Park (1993),disturbing,5,Disagree
1185,Babe (1995),animation,5,Agree
1196,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),tense,5,Agree
1196,Jurassic Park (1993),self discovery,2,Agree
1196,"Shawshank Redemption, The (1994)",culture clash,2,Agree
1196,"Silence of the Lambs, The (1991)",dystopia,2,Agree
1196,Forrest Gump (1994),cyberpunk,1,Strongly agree
1196,"O Brother, Where Art Thou? (2000)",musical,4,Strongly agree
1196,Titanic (1997),romance,5,Agree
1196,"Fugitive, The (1993)",inspirational,2,Agree
1196,Terminator 2: Judgment Day (1991),aliens,3,Agree
1196,Dead Man Walking (1995),prison,5,Agree
1197,"Fugitive, The (1993)",thriller,5,
1197,Pulp Fiction (1994),overrated,1,Strongly agree
1197,Braveheart (1995),thriller,4,Agree
1197,Forrest Gump (1994),justice,1,Strongly agree
1197,Total Recall (1990),cyberpunk,5,Strongly agree
1197,Jurassic Park (1993),twist ending,1,Strongly agree
1197,Alien (1979),horror,5,Strongly agree
1197,"Day After Tomorrow, The (2004)",environmental,5,Strongly agree
1199,Back to the Future Part III (1990),western,3,Agree
1199,Babe (1995),animation,4,Disagree
1199,National Treasure (2004),pirates,3,Disagree
1199,Pulp Fiction (1994),surreal,3,Agree
1199,Batman Forever (1995),suspense,3,Agree
1199,Braveheart (1995),war,5,Strongly agree
1199,Eternal Sunshine of the Spotless Mind (2004),sci-fi,3,Agree
1199,Jurassic Park (1993),self discovery,1,Strongly agree
1199,Seven (a.k.a. Se7en) (1995),disturbing,4,Agree
1199,Forrest Gump (1994),original,3,Agree
1200,Trainspotting (1996),drugs,4,Neither agree nor disagree
1200,Random Hearts (1999),boring,4,Disagree
1200,Gigli (2003),overrated,1,Disagree
1200,"Little Princess, A (1995)",india,4,Disagree
1200,While You Were Sleeping (1995),christmas,4,Agree
1200,Aliens (1986),horror,5,Strongly agree
1200,Braveheart (1995),inspirational,-1,Agree
1200,"Shawshank Redemption, The (1994)",mafia,4,Agree
1200,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),cyberpunk,5,Agree
1200,"Silence of the Lambs, The (1991)",film noir,3,Neither agree nor disagree
1202,Monty Python and the Holy Grail (1975),religion,4,Agree
1202,Independence Day (a.k.a. ID4) (1996),atmospheric,3,Neither agree nor disagree
1202,"Lion King, The (1994)",animation,5,Strongly agree
1202,Toy Story (1995),violence,1,Strongly agree
1202,Jurassic Park (1993),bittersweet,1,
1202,"Shawshank Redemption, The (1994)",bittersweet,2,Agree
1202,Forrest Gump (1994),time travel,1,Strongly agree
1208,Seven Samurai (Shichinin no samurai) (1954),western,5,Agree
1207,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),dystopia,5,Agree
1207,"Usual Suspects, The (1995)",twist ending,4,Neither agree nor disagree
1207,Forrest Gump (1994),humorous,3,Disagree
1207,Fahrenheit 9/11 (2004),documentary,5,Agree
1207,Braveheart (1995),inspirational,5,Agree
1207,Taxi Driver (1976),drugs,3,Neither agree nor disagree
1207,Waterworld (1995),environmental,3,Neither agree nor disagree
1207,Gigli (2003),overrated,4,Agree
1207,Jurassic Park (1993),bittersweet,3,Agree
1207,"Fugitive, The (1993)",serial killer,4,Agree
1214,Kill Bill: Vol. 2 (2004),martial arts,3,Neither agree nor disagree
1214,"Shawshank Redemption, The (1994)",self discovery,3,Neither agree nor disagree
1214,Chinatown (1974),film noir,3,Neither agree nor disagree
1214,"Fugitive, The (1993)",prison,3,Neither agree nor disagree
1214,Schindler's List (1993),violence,4,Neither agree nor disagree
1214,"Usual Suspects, The (1995)",twist ending,3,Agree
1214,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,4,Agree
1214,Braveheart (1995),nonlinear,2,Disagree
1214,Jurassic Park (1993),visually appealing,5,Strongly agree
1214,Men in Black (a.k.a. MIB) (1997),funny,4,Agree
1221,"Silence of the Lambs, The (1991)",romance,1,Strongly disagree
1221,"Princess Bride, The (1987)",witty,2,Disagree
1221,Jurassic Park (1993),visually appealing,5,Strongly agree
1221,"Mask, The (1994)",superhero,4,Agree
1221,"Shawshank Redemption, The (1994)",culture clash,3,Neither agree nor disagree
1221,Charlie's Angels (2000),martial arts,4,Agree
1221,Forrest Gump (1994),christmas,1,Strongly disagree
1221,"Blair Witch Project, The (1999)",boring,1,Strongly disagree
1221,Contact (1997),religion,4,Agree
1221,Pulp Fiction (1994),surreal,4,Neither agree nor disagree
1219,Kill Bill: Vol. 2 (2004),martial arts,5,Strongly agree
1219,You've Got Mail (1998),predictable,4,Agree
1219,Jurassic Park (1993),visually appealing,5,Strongly agree
1219,"Usual Suspects, The (1995)",twist ending,5,Agree
1219,Pulp Fiction (1994),unique,5,Strongly agree
1219,Mrs. Doubtfire (1993),funny,5,Strongly agree
1219,"Goonies, The (1985)",pirates,4,Neither agree nor disagree
1219,Slumdog Millionaire (2008),india,5,Strongly agree
1219,"Fugitive, The (1993)",thought-provoking,4,Neither agree nor disagree
1219,Forrest Gump (1994),futuristic,1,Strongly disagree
1224,"Shawshank Redemption, The (1994)",psychological,-1,Neither agree nor disagree
1224,"Silence of the Lambs, The (1991)",christmas,-1,Neither agree nor disagree
1224,Independence Day (a.k.a. ID4) (1996),end of the world,2,Neither agree nor disagree
1224,Jurassic Park (1993),bittersweet,-1,Neither agree nor disagree
1224,Lethal Weapon 3 (1992),martial arts,2,Neither agree nor disagree
1231,Beetlejuice (1988),horror,1,Strongly disagree
1231,"Fugitive, The (1993)",thought-provoking,5,Strongly agree
1231,"Fifth Element, The (1997)",cyberpunk,2,Disagree
1231,"Shawshank Redemption, The (1994)",bittersweet,1,
1231,Titanic (1997),romance,5,Strongly agree
1231,Jurassic Park (1993),bittersweet,4,Agree
1231,Forrest Gump (1994),christmas,1,
1231,"Nightmare Before Christmas, The (1993)",christmas,5,Strongly agree
1231,Pulp Fiction (1994),artistic,5,Strongly agree
1231,Beauty and the Beast (1991),musical,5,Strongly agree
1232,M*A*S*H (a.k.a. MASH) (1970),culture clash,4,Agree
1232,Pulp Fiction (1994),thought-provoking,5,Agree
1232,"Princess Bride, The (1987)",witty,3,Agree
1232,Apollo 13 (1995),stylized,5,Disagree
1232,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Strongly agree
1232,"Silence of the Lambs, The (1991)",cyberpunk,3,Strongly disagree
1232,Forrest Gump (1994),humorous,5,Strongly agree
1232,Star Wars: Episode IV - A New Hope (1977),great soundtrack,5,Disagree
1232,Jurassic Park (1993),bittersweet,3,Disagree
1232,"Lion King, The (1994)",animation,5,Agree
1235,"Silence of the Lambs, The (1991)",musical,5,Neither agree nor disagree
1235,Forrest Gump (1994),hallucinatory,4,Agree
1235,Men in Black (a.k.a. MIB) (1997),funny,5,Neither agree nor disagree
1235,Slumdog Millionaire (2008),india,5,Agree
1235,"Day After Tomorrow, The (2004)",environmental,5,Agree
1235,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),twist ending,4,
1235,Clerks (1994),quirky,4,Agree
1235,Casablanca (1942),world war ii,4,Neither agree nor disagree
1235,Aladdin (1992),drama,3,Agree
1235,Star Wars: Episode IV - A New Hope (1977),twist ending,3,Agree
1240,"Fifth Element, The (1997)",cyberpunk,3,Neither agree nor disagree
1240,Forrest Gump (1994),animation,1,
1240,"Goonies, The (1985)",pirates,5,Agree
1240,Beetlejuice (1988),horror,4,Agree
1240,Babe (1995),animation,1,
1240,"O Brother, Where Art Thou? (2000)",musical,3,Neither agree nor disagree
1240,Willy Wonka & the Chocolate Factory (1971),surreal,5,Agree
1240,Titanic (1997),romance,5,Strongly agree
1240,Bend It Like Beckham (2002),india,4,Agree
1240,Aladdin (1992),animation,5,Strongly agree
1243,Schindler's List (1993),violence,4,Agree
1243,"Fugitive, The (1993)",stylized,3,Agree
1243,"Matrix Reloaded, The (2003)",superhero,3,Agree
1243,Braveheart (1995),historical,5,Agree
1243,Saving Private Ryan (1998),world war ii,5,Agree
1243,Back to the Future Part III (1990),western,4,Agree
1243,Forrest Gump (1994),original,4,Agree
1243,Batman (1989),film noir,5,Agree
1243,"Lion King, The (1994)",animation,5,Agree
1243,True Lies (1994),end of the world,4,Agree
1246,Forrest Gump (1994),boring,1,Strongly disagree
1246,Toy Story (1995),overrated,1,Strongly disagree
1248,Twister (1996),stupid,2,Disagree
1248,Star Wars: Episode VI - Return of the Jedi (1983),robots,4,Agree
1248,Independence Day (a.k.a. ID4) (1996),dystopia,2,Neither agree nor disagree
1248,Slumdog Millionaire (2008),india,5,
1248,"Shawshank Redemption, The (1994)",witty,3,Agree
1248,Forrest Gump (1994),india,2,Disagree
1248,"Silence of the Lambs, The (1991)",musical,2,Disagree
1248,"Fugitive, The (1993)",violence,4,Strongly agree
1248,Braveheart (1995),nonlinear,3,Agree
1248,"Godfather: Part II, The (1974)",mafia,5,Strongly agree
1252,Contact (1997),religion,1,Strongly disagree
1252,Forrest Gump (1994),stupid,4,Neither agree nor disagree
1252,"Matrix, The (1999)",thought-provoking,5,Agree
1252,Pulp Fiction (1994),drama,4,Neither agree nor disagree
1252,Into the Wild (2007),self discovery,5,Strongly agree
1252,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),tense,5,Agree
1252,"Silence of the Lambs, The (1991)",cyberpunk,1,Strongly disagree
1252,Braveheart (1995),twists & turns,2,Disagree
1252,Blue Velvet (1986),art house,2,Disagree
1252,"Shawshank Redemption, The (1994)",existentialism,5,Strongly agree
1253,Forrest Gump (1994),christmas,1,Agree
1253,"Matrix Reloaded, The (2003)",superhero,2,
1253,Pulp Fiction (1994),psychological,3,Agree
1253,Groundhog Day (1993),existentialism,5,Strongly agree
1253,"Silence of the Lambs, The (1991)",religion,2,Neither agree nor disagree
1253,"Shawshank Redemption, The (1994)",film noir,2,Agree
1253,Saving Private Ryan (1998),world war ii,5,Strongly agree
1253,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),superhero,1,Strongly disagree
1253,Reservoir Dogs (1992),mafia,2,Agree
1253,Fargo (1996),satire,3,Neither agree nor disagree
1254,Pulp Fiction (1994),existentialism,-1,Disagree
1254,Beetlejuice (1988),horror,3,Agree
1254,"Shawshank Redemption, The (1994)",disturbing,4,Agree
1254,Forrest Gump (1994),environmental,2,Agree
1254,"Wizard of Oz, The (1939)",musical,5,Strongly agree
1259,Dead Man Walking (1995),prison,4,Strongly agree
1259,Pulp Fiction (1994),twist ending,5,Agree
1259,Total Recall (1990),cyberpunk,4,Agree
1259,Toy Story (1995),comedy,5,Strongly agree
1259,Forrest Gump (1994),steampunk,4,Agree
1259,National Treasure (2004),pirates,3,Strongly agree
1259,Jurassic Park (1993),insanity,5,Strongly agree
1259,Men in Black (a.k.a. MIB) (1997),humorous,5,Strongly agree
1259,Austin Powers: International Man of Mystery (1997),time travel,4,Strongly agree
1259,"Shawshank Redemption, The (1994)",horror,1,Strongly agree
1289,Braveheart (1995),nonlinear,-1,Neither agree nor disagree
1289,Die Hard (1988),christmas,3,Neither agree nor disagree
1289,Forrest Gump (1994),horror,-1,Neither agree nor disagree
1289,Men in Black (a.k.a. MIB) (1997),comic book,4,Neither agree nor disagree
1291,Pulp Fiction (1994),existentialism,5,Strongly agree
1291,"Shawshank Redemption, The (1994)",inspirational,5,Strongly agree
1291,Forrest Gump (1994),religion,1,Strongly agree
1291,Pirates of the Caribbean: Dead Man's Chest (2006),pirates,5,Strongly agree
1291,Braveheart (1995),nonlinear,1,Strongly agree
1294,Pretty Woman (1990),original,5,Agree
1294,"Silence of the Lambs, The (1991)",social commentary,5,Neither agree nor disagree
1294,Kill Bill: Vol. 2 (2004),martial arts,-1,Neither agree nor disagree
1294,"Fugitive, The (1993)",violence,5,Agree
1294,Mrs. Doubtfire (1993),funny,-1,Neither agree nor disagree
1294,"Lion King, The (1994)",animation,5,
1294,Monty Python and the Holy Grail (1975),religion,5,Agree
1294,"Godfather, The (1972)",stylized,4,Agree
1294,Being John Malkovich (1999),hallucinatory,5,Strongly agree
1294,"South Park: Bigger, Longer and Uncut (1999)",animation,4,Agree
1298,Best in Show (2000),mockumentary,5,Strongly agree
1298,"Fugitive, The (1993)",prison,5,Agree
1298,Jurassic Park (1993),visually appealing,4,Strongly agree
1298,True Lies (1994),hilarious,2,Strongly agree
1298,Pulp Fiction (1994),overrated,4,Strongly agree
1298,"Silence of the Lambs, The (1991)",great soundtrack,3,Strongly agree
1298,Willy Wonka & the Chocolate Factory (1971),surreal,5,Strongly agree
1298,"Shawshank Redemption, The (1994)",philosophical,4,Strongly agree
1298,Seven (a.k.a. Se7en) (1995),psychological,5,Strongly agree
1298,Forrest Gump (1994),futuristic,2,Strongly agree
1305,Forrest Gump (1994),mockumentary,3,Disagree
1305,It's a Wonderful Life (1946),christmas,4,Neither agree nor disagree
1305,Twister (1996),stupid,2,Agree
1305,Wild Wild West (1999),western,5,Agree
1305,Total Recall (1990),cyberpunk,3,Disagree
1305,"Silence of the Lambs, The (1991)",dystopia,4,Neither agree nor disagree
1305,"Fugitive, The (1993)",great soundtrack,4,Agree
1305,"Lord of the Rings: The Two Towers, The (2002)",historical,5,Agree
1305,Beauty and the Beast (1991),musical,3,Neither agree nor disagree
1305,"Day After Tomorrow, The (2004)",environmental,3,Neither agree nor disagree
1310,Batman (1989),adventure,2,Agree
1310,Jurassic Park (1993),comedy,1,Strongly agree
1310,"Silence of the Lambs, The (1991)",surreal,4,Agree
1310,National Treasure (2004),pirates,1,Strongly agree
1310,Mission: Impossible II (2000),predictable,3,Strongly agree
